,Product titer (g/L)
4363,80.3
2055,0.0175
423,1.6
870,0.0
231,0.54
1320,24.0
4497,3.17
4345,77.9
3130,2.0
4578,0.45530000000000004
3762,0.4
1668,72.12
3618,11.3
1478,9.0
12,2.4
3525,4.6
381,2.8
2549,0.00282
2411,0.04279
4005,2.45
1349,0.0626
299,0.0108
3801,2.2
2118,0.0
3538,2.0
1964,0.0712
3501,0.34
525,15.18
290,0.0145
3432,13.5
2371,0.00776
3493,68.2
2495,0.02217
2205,0.01877
2172,0.02528
960,87.8
1224,0.0
0,16.1
1484,0.938
3875,4.55
3386,0.66
1688,1.15
4390,1.22
2692,137.0
2181,0.0
2217,0.04508
2281,0.00366
2757,68.1
1996,0.91
3806,0.4
324,0.564
4666,0.00111
1593,22.0
4113,0.0016
4138,2.0
2678,72.1
3560,0.667
3651,0.06429
4488,10.86
1137,0.14227
2348,0.02244
3763,1.1
3533,5.0
2145,0.01102
2695,26.2
4435,2.8
3484,3.0
1482,1.04
4448,1.9
2827,32.9
1449,17.0
3989,11.09
4367,3.18
3152,1.45
3849,2.9
710,3.2
4140,3.0
2565,0.04123
2173,0.013
3403,0.85
2836,79.1
9,22.9
4225,23.62
3951,1.04
3661,3.82
2024,1.19
970,0.0156
3207,2.49
3015,1.4
1913,2.2419
3909,93.48
3005,0.575384615384616
3090,1.3
3146,16.7
2466,0.17583
4582,0.09779
1049,1.4
2395,0.00134
2729,45.6
3014,1.08
1855,0.075003
1264,0.037
4059,23.0
1411,6.8
3950,1.42
1899,134.1
3093,3.6
271,5.51
4595,2.9
1048,4.6
1436,7.0
2364,0.01493
4387,2.68
4591,1.94
4251,11.0
1589,20.1
749,0.0
3340,0.719
4245,0.69
44,0.075
3176,0.0605
3370,121.55
4016,0.07839
1030,4.31
154,0.045
966,0.012325
3380,35.33
1829,0.0
1958,0.149
2918,0.0
1153,0.0302
2633,1.75
4530,2.31
963,0.0112
2349,0.00089
4355,3.38
1347,1.45
3585,7.1
3758,2.2
2211,0.08885
650,1.5
350,1.35
661,2.1
3606,6.2
3957,37.7
2990,0.235384615384615
809,11.5
3413,4.23
128,0.175
2339,0.0189
2789,9.5
2269,0.20645
3391,24.41
57,1.5
2804,67.0
1427,3.0
247,3.92
200,0.09823
3504,0.68
1083,0.00686
3430,81.09
4056,62.0
1587,26.0
2707,8.6
3548,0.15
4327,12.8
1977,2.5e-05
2811,10.5
1171,12.1
3769,0.7
1243,0.0
2188,0.00746
712,20.6
3968,40.1
1035,1.2
3141,11.1
837,0.205625
3866,2.85
428,2.0
3056,0.98
1362,1.8
4437,9.5
829,0.011
1860,0.040581
943,16.8
235,1.04
4544,27.0
4026,118.5
276,9.15
3294,0.065
640,32.6
898,30.15
1447,84.5
915,45.6
407,2.4
2755,69.9
4142,15.0
1596,21.5
2301,0.02694
2590,0.206
1935,2.4
3759,0.1
703,12.4
3001,6.0
3475,23.12
1432,8.4
4230,1.57
1722,0.000124
846,6.2
2768,11.8
4322,2.1
1656,8.6
1446,1.0578
4403,0.08464
4364,99.9
3464,13.56
4490,10.64
3303,0.01
2293,0.13657
1268,0.056
1779,0.00039
2242,0.01784
708,5.4
3628,5.8
1808,21.4
3621,17.7
1466,63.3
265,2.19
3218,3.51
1705,2.1
1571,21.5
183,0.06801
639,25.9
389,2.5
4096,19.7
1444,0.574
980,1.2
2522,0.88
4428,0.0746
3555,0.271
62,6.5
184,0.06612
3337,0.01
2743,60.0
552,0.0233
4469,10.3
3045,0.127
2283,0.0056
1376,4.93
2866,6.7
313,0.49
4252,12.5
4075,4.1
3271,5.21
3179,0.408
567,12.06
1297,0.1
714,0.0
633,1.8
955,2.0
527,32.83
2570,0.0098
2719,7.5
2278,0.03135
3689,37.2
1480,1.04
2207,0.01436
1835,0.1025
1176,3.0
3260,2.4
2514,1.02
3311,0.452
1507,42.0
1154,0.0
1443,0.6348
1370,2.73
2351,0.0073
3992,4.25
1894,21.4
1553,17.5
4679,0.1319
3062,0.05373
3248,0.0228
1068,4.6
3500,0.36
4172,33.3
3513,8.8
2979,0.601538461538462
3054,0.3584
3975,0.9
3812,5.71
2320,0.01567
13,2.4
3091,1.0
1638,0.0723
3473,2.09
840,0.588
3300,0.252
3,53.5
2637,1.5
3840,3.4
445,0.65
834,2.124
3685,51.6
4224,28.0
604,0.714
1013,6.5
2008,7.1
867,0.0
2286,0.00278
3402,5.67
3098,0.337
1850,0.000121
219,1.41
2731,39.0
2160,0.02786
1966,0.067
4647,0.2201
3510,3.9
3954,1.37
1895,10.4
948,20.11
4399,0.05553
2418,0.05394
1937,0.86
759,25.1
1445,1.104
356,2.4
2425,0.04809
550,0.0168
1934,1.9
2688,149.5
2960,1.5
297,0.0185
2606,25.0
1104,0.009
4196,48.2
4028,37.5
799,10.8
2977,0.9
1959,0.045
1198,0.00941
2249,0.01475
3028,0.085
3357,0.086
3049,0.2022
2658,126.0
988,3.1
4155,36.0
3662,8.76
409,1.8
1867,0.0
3977,3.3
68,31.4
3227,0.42
1203,0.013
2209,0.02348
3828,3.57
942,35.0
2429,0.05651
1756,0.00082
1206,0.00255
996,4.7
1418,6.3
1430,0.0
2066,0.0061
133,0.375
2127,0.00837
1975,0.0791
4653,15.6
4664,0.119
565,13.5
3167,19.5
1672,0.69
760,2.0
4358,16.11
1822,0.1002
3231,1.46
4023,25.2
1677,5.8
1800,0.00155
1142,0.001875
3238,0.0098
1540,0.9
2328,0.02094
311,0.55
3905,62.32
3381,22.78
4597,2.9
2273,0.16523
2568,0.01241
3153,1.65
1075,3.7
2675,9.1
667,1.2
2710,8.8
852,1.4
1238,0.0
461,1.0
391,3.25
2108,0.072
1039,2.3
572,0.00386
386,2.95
3331,0.01
3390,0.0
3565,0.27
1754,0.00095
4352,43.38
1310,0.0027
1568,0.546
1823,0.0
263,1.56
2304,0.0106
295,0.0152
4160,5.2
4538,0.0682
2354,0.0351
3723,9.8
919,93.3
2998,1.09846153846154
664,2.1
3718,13.2
3981,1.41
3419,23.12
1794,0.0024
602,0.4675
2669,1.08116
1706,2.01
1947,0.0295
241,1.16
4614,0.1768
353,1.752
1259,0.062
436,2.8
503,6.16
312,0.63
616,0.0
4091,19.4
4305,7.1
1388,2.0
3349,0.012
1363,4.86
3640,0.0
3315,0.651
2604,24.0
612,5.1
4329,12.0
4048,0.137
2550,0.0
1793,0.00225
1050,2.5
3264,0.105
1164,31.5
2818,3.1
571,0.00435
1670,0.13
1690,1.3
3450,42.84
1929,0.39
1208,0.00941
4228,29.78
17,0.5041
4514,1.2
2004,2.75
2409,0.02758
1810,23.5
873,3.19
1244,0.0
3959,20.1
1552,2.5
360,1.88
4570,1.89
3409,1.8
551,0.0166
2594,0.27
473,0.28
1424,48.0
2282,0.0045
1140,0.00375
2709,8.5
3911,92.58
1018,10.0
904,18.51
2724,9.8
3542,3.5
2480,0.07251
688,7.0
784,8.5
2754,68.4
1337,3.0625
2736,60.0
1849,9.2e-05
3044,0.57
2028,4.33
524,22.4
4045,0.00405
4662,0.0148
1914,4.4415
4493,16.84
3350,0.019
2093,0.0042
3472,24.28
472,0.31
520,0.0
2124,0.00938
1139,0.006985
3941,1.05
5,21.1
2656,168.0
1368,4.84
670,1.8
479,1.1
2790,13.75
4073,4.3
4607,8.91
614,1.9
2011,6.76
1757,0.0006
3569,1.31
2844,23.0
3657,0.12462999999999999
361,2.05
1790,0.0024
117,0.018425
341,2.35
1138,0.1653
2356,0.04811
422,2.75
1772,0.000155
3645,0.1336
3272,6.42
1972,0.0334
4235,2.78
228,17.5
893,4.9
451,0.95
1270,0.067
4613,0.18028
1306,0.0015
114,0.018
518,2.1
836,0.20475
3476,0.11
4579,0.04312
2652,0.0148
3521,3.3
716,10.8
319,0.416
1471,98.9
3031,2.3
2586,0.058
447,0.5
3030,0.097
2507,0.2608
1128,0.0496
1869,0.06
3746,18.6
2766,13.0
3715,7.7
499,2.26
2773,12.2
2883,4.0
741,3.0
1920,11.3526
287,0.05708
3527,6.0
1191,0.00547
3653,0.04607
1605,23.0
3362,0.878
4152,11.0
515,5.8
984,2.5
3925,7.31
1541,7.2
3608,10.1
2600,0.745
2717,7.1
3516,1.43
2668,0.919973
4416,1.25241
1385,14.94
4024,36.9
3777,1.3
1465,47.8
1163,5.9
3664,9.33
1403,2.9
2878,12.0
4467,11.3
4119,0.3
4231,0.98
4541,0.1283
2858,5.8
1523,35.6
3595,4.4
123,0.03
1692,1.3
1045,4.2
2981,2.35384615384615
2340,0.01589
2949,3.2
924,25.4
3219,5.68
1831,0.0
2548,0.0
1159,0.0
2021,2.49
2956,6.2
794,1.5
644,3.7
3287,0.535
1307,0.0012
329,14.0
2629,0.0561
3058,0.185
229,55.0
359,2.08
1665,0.49
1721,0.21
3678,47.5
481,1.09
2498,0.042
4262,0.177
2898,0.12528
1611,6.7
435,2.8
618,0.1
1915,1.1767
4257,0.052
2899,0.37305
1205,0.002653
3741,6.8
2171,0.00461
4580,0.06222
557,9.67
4087,82.1
2372,0.01142
2954,4.8
1667,35.41
862,0.0
657,11.2
2030,0.0
4153,12.0
3743,15.8
216,0.01045
1785,0.00025
2959,0.41
1487,2.4
789,8.0
1858,0.068749
1987,0.006
3205,1.29
2446,0.02862
466,0.27
1450,75.0
4648,0.2351
4473,21.22
1601,24.8
1901,138.0
4672,0.00333
3347,0.231
4376,2.77
1753,0.0008
25,9.7
3626,5.5
4470,4.02
1771,0.00013
1963,0.161
2792,28.36
1726,0.000116352268590883
3874,3.95
3821,0.0
468,0.375
1634,1.14
4259,0.18
3692,49.8
1616,0.8
2897,3.6
2054,0.016
2417,0.06245
4317,8.3
2796,38.64
2019,1.38
1252,0.058
2228,0.03999
463,1.18
4000,0.28
2627,0.45
921,52.6
797,9.9
3549,0.151
1272,0.038
3198,10.68
1406,2.8
3731,16.3
4126,18.0
3558,0.417
2611,1.0
3323,0.375
4440,1.7
2589,0.052
239,3.32
100,0.46
4663,0.0034
3861,1.4
2096,0.00075
2500,43.3
3492,54.1
1811,0.02
4334,12.3
2691,118.0
318,0.38
2034,7.16
3382,7.21
1579,23.0
2765,11.2
2989,3.9
1165,3.95
2161,0.02694
3710,7.2
2664,178.0
808,10.9
4109,0.00823
2655,152.0
4508,1.81
2880,16.8
72,19.1
4085,80.7
1979,0.0
106,0.81
4385,2.55
554,0.1109
3017,7.75
3570,1.33
2445,0.03232
2759,67.2
1367,3.66
288,0.0013
3084,0.82
2369,0.01536
2454,0.05048
611,1.7
1448,2.0
1283,0.148
4546,31.0
1251,0.053
1452,2.7
577,0.075
2125,0.0098
2950,4.6
1346,0.5
3631,2.1
3109,0.00111
2260,0.18816
283,0.02139
3948,1.27
1747,0.000286
294,0.0027
4615,0.06962
976,0.135
4247,6.4
2274,0.03853
2069,0.0058
322,0.365
3507,3.1
3309,0.045
3280,0.093
140,0.61
1056,2.3
3151,1.0
1907,0.2786
967,0.01368
3157,0.0044
3622,7.8
575,0.05397
3931,5.16
1141,0.0033
740,2.5
1384,7.056
936,36.08
3623,12.6
2058,0.02792
257,3.12
1724,0.00010410466137079
4061,18.4
1229,0.0
4636,0.006
4054,2.6745
556,1.3
559,0.2054
1569,0.3825
4027,23.9
4050,0.3345
4148,20.0
2791,19.75
1796,0.00155
4074,4.2
2013,9.09
3344,0.123
1614,0.66
1603,22.0
2009,3.23
1057,10.0
3816,11.1
4304,9.2
116,0.031
3921,0.4032
16,0.3692
262,5.27
4568,23.38
3993,5.0
2582,0.00307
1561,0.061
4237,2.76
3210,3.59
4058,70.0
3546,0.14
4598,0.157
3610,8.6
3593,5.73
2000,1.73
2753,67.0
4513,1.16
1560,0.09
1491,3.7
3582,2.42
1234,0.002
586,0.9782
2756,69.0
168,0.06527
3499,0.23
3637,0.0592
2615,0.0084
368,1.72
3278,0.015
10,3.0
4339,2.3
1183,84.5
375,3.1
405,1.75
1527,0.5
2519,1.45
1578,19.5
2309,0.0
4439,14.1
3529,6.0
1856,0.048719
1381,6.8
3603,0.952
1468,56.2
379,3.9
3737,18.2
3089,0.203
3445,3.97
835,2.435
2666,48.0
2014,1.84
178,0.05862
3428,0.9
825,0.0012
704,1.4
166,0.05717
2653,0.0203
3716,15.1
968,0.013
3079,0.45
2246,0.03327
2187,0.01674
535,0.6102
3836,0.0
1859,0.038659
346,1.7
1136,0.0176
3881,14.08
3407,0.36
2785,9.3
2715,8.1
2158,0.02963
2543,4e-05
2641,0.25
4372,2.62
869,0.0
753,21.0
1680,35.1
1533,49.0
4101,94.0
4635,0.00826
2143,0.0
424,1.75
2623,0.35
2193,0.01881
3826,0.0
2810,9.9
1659,20.47
3187,19.5
1329,11.7
2361,0.04955
3641,0.2326
4460,9.2
816,6.0
3246,0.0061
1594,26.0
1641,0.1947762
4369,5.97
2536,0.0
2366,0.06017
4572,0.482
1699,0.0
895,6.3
4492,20.11
627,0.747
3843,1.29
2553,0.0
3460,9.03
1740,0.000138888012867009
1786,0.0002222
2745,58.5
4301,12.8
51,0.03
4506,2.4
1010,6.3
4520,2.61
2581,0.0227
2258,0.02369
2774,12.2
3709,4.3
1919,4.2514
2554,0.0
2975,1.09846153846154
3249,0.0289
2734,64.9
3173,0.0171
4086,80.3
4037,55.0
2472,0.05536
4616,6.59
4475,9.79
4661,0.0195
4281,5.5
3751,9.1
3980,1.243
1232,0.002
4192,16.0
2439,0.05525
2099,0.042
2824,32.0
4429,0.00017
3158,0.001
1969,0.19
723,0.1
907,30.0
3341,0.823
103,0.74
2935,3.1
4432,0.109
4670,0.00046
2847,82.9
1556,15.0
31,0.5
3536,1.85
4290,9.7
3268,0.363
1664,0.79
2713,7.4
1846,0.115
4674,0.00101
1101,0.0391
1305,0.825
2968,1.20307692307692
1006,3.45
4517,2.37
3327,5.16
2928,55.0
2862,4.8
4548,40.0
3256,0.5946
1192,0.000325
2812,4.0
3636,0.5
60,0.87
2265,0.13755
121,0.019
457,0.8
489,3.96
3624,18.9
1542,21.9
186,0.07274
291,0.0145
4545,35.0
4457,1.6
3261,1.43
4641,0.0062
4529,2.89
3773,2.2
3702,48.8
4253,8.15
4413,0.70858
3932,5.3
3363,0.237
681,3.2
2859,5.8
3214,3.27
4366,81.98
997,3.42
4311,1.7
4323,1.9
2365,0.03563
2846,86.0
2131,0.01085
3128,2.7
3944,0.74
494,21.5
673,3.4
4444,7.2
756,0.4
2476,0.14793
3532,5.0
1758,0.00065
3889,25.2
3429,10.5
4134,4.0
1323,29.5
3240,0.6729
2226,0.04428
1952,0.082
4393,2.67
1765,0.00032
3945,1.0
692,42.9
2684,75.0
731,0.0
173,0.06072
3288,0.645
1441,1.272922
293,0.0008
4361,0.85
3245,2.2803
371,1.9
317,0.4
1946,0.0149
1087,0.0175
3503,1.2
3927,5.44
4135,5.0
4004,4.4
1750,0.00019
3384,5.32
1828,0.0
3770,2.4
4266,6.6
2330,0.02521
3326,3.85
2378,0.01225
3686,48.7
1896,19.9
561,5.22
4567,0.5925
442,0.2
2139,0.0
2133,0.01962
3742,16.8
1315,0.0011
1951,0.0545
2937,2.5
1862,0.046069
2537,0.0
4489,11.06
2275,0.04781
2996,0.183076923076923
4076,3.6
3752,11.1
4407,0.05512
145,0.005
1475,4.3
207,0.11855
1162,0.4
3588,5.91
1976,0.000203
1906,0.1148
1132,0.0399
4402,0.06253
4309,2.2
2385,0.00319
4347,5.3
4509,2.58
1767,0.00032
1401,0.6
1689,1.45
4464,7.7
4504,10.3
2068,0.0048
2380,0.02153
1775,0.00012
4018,0.46022899999999994
3295,0.085
2032,7.22
3753,17.3
4197,53.2
729,0.0
1885,0.03
2609,4.75
3725,13.7
820,4.9
3644,0.26280000000000003
3466,13.84
3188,10.0
2111,0.038
1827,0.0
41,0.1118
2694,169.3
286,0.02241
4380,2.65
4592,0.47
1177,15.0
61,2.9
728,6.7
2683,77.2
822,11.5
2708,8.4
941,8.93
2047,0.0035
1844,0.096
4212,14.07
763,25.8
1107,0.0397
1415,5.1
4272,1.7
3415,29.4
4184,46.25
2247,0.20169
1275,0.053
847,6.0
440,0.4
2901,0.109
3707,16.5
1581,18.0
1824,0.0
2948,2.5
3147,0.755
443,0.3
158,0.05
260,4.88
3913,4.5
2329,0.01491
2746,65.1
2130,0.01623
3823,12.3
2075,0.0083
1060,3.1
675,3.5
2250,0.02331
2967,19.21
3733,14.9
3299,0.21
4370,5.74
2373,0.0
1258,0.055
1379,2.18
4053,3.968
4121,27.6
3719,12.1
1635,0.0623
4622,0.01511
4573,0.1645
1573,30.2
3960,27.7
2338,0.02053
2681,72.0
3658,0.13038
8,21.8
187,0.08323
548,1.4028
839,0.441
709,1.3
4563,0.048
3744,16.3
3611,13.2
4049,0.241
1559,0.106
244,0.26
3291,0.442
2403,0.0
327,0.992
162,0.08
1404,7.1
2912,0.0005
3517,2.0
3557,0.333
1770,0.001
871,2.0
2174,0.00321
765,12.2
3761,2.6
4630,0.0624
2257,0.14695
104,0.91
1502,72.0
3665,45.0
1299,0.9
885,0.0
2185,0.01084
2833,33.4
1255,0.072
1088,0.01785
1557,12.4
2123,0.01024
1607,21.5
856,5.05
3976,2.75
374,2.0
73,11.8
3617,8.9
669,5.51
2494,0.02606
1122,0.0494
1613,0.21
3425,67.9
2202,0.01739
14,2.4
3025,0.24
4412,0.67966
1830,0.0
4009,3.01
1716,0.107
343,2.18
2763,8.7
2727,65.8
4131,2.0
452,0.75
2062,0.005
1974,0.0481
4093,19.1
3680,50.0
3224,0.61
3534,0.8
698,29.1
531,2.1883
3648,0.16140000000000002
509,7.3
1053,3.2
1693,1.22
2677,66.0
795,4.6
3051,0.002
3007,25.3
3755,12.4
4633,0.015
4463,10.5
465,0.21
1294,0.9
4638,0.006
735,9.2
3739,16.8
3894,47.1
2541,0.00117
1512,45.3
3320,0.363
823,10.12
1555,17.0
965,0.0112
1126,0.0517
1916,3.0646
30,1.2
1580,20.5
1033,1.0
1730,0.00010410466137079
2198,0.0189
2991,0.784615384615385
2972,0.418461538461539
3103,0.396
453,1.11
1748,0.000603
4349,8.2
96,0.44
1437,8.0
2857,2.0
3235,5.23
2993,2.61538461538462
526,11.76
1558,13.5
3479,67.0
3699,49.9
2059,0.00521
690,20.0
2128,0.00523
4179,0.94
2404,0.0
4637,0.0061
256,3.03
3233,12.1
2067,0.00585
2527,1.89
4414,0.71967
3217,2.45
4002,0.44
302,0.0438
2463,0.019
1112,0.0421
2033,7.92
4088,79.0
813,8.9
4356,3.39
3818,106.5
1064,4.5
285,0.00514
418,2.5
2735,64.0
420,1.75
3722,13.4
2105,0.033
2194,0.01523
1532,34.2
2244,0.14187
3066,0.05574
2782,10.2
4640,0.0082
1036,1.8
4560,0.91
2624,0.49
3258,4.2
882,19.9
842,0.9275
4645,0.1492
1062,5.2
2102,0.037
758,4.0
245,0.0
4068,8.0
1735,0.000173610016083762
3955,0.59
48,0.06
2043,0.00593217
1135,0.0184
2116,0.0
2299,0.00439
1015,7.8
3329,0.01
2597,0.225
4518,3.45
2764,9.8
63,0.8
2930,0.2
4084,131.5
2098,0.04542
844,25.0
4282,1.1
622,0.369
4080,7.89
3522,3.9
2853,5.0
2300,0.05155
2214,0.03047
1399,2.0
107,0.0
1216,0.0
42,0.1118
849,0.2
4510,0.44
3161,0.01507
775,8.0
1074,8.2
1486,2.5
934,26.0
1172,13.6
1698,0.2
4010,3.06
2573,0.00177
3408,12.51
2531,1.19
3032,2.6
2326,0.00181
3574,3.2
2654,0.0447
1702,1.4532
2312,0.00467
2412,0.03891
1577,24.8
1398,3.0
2563,0.00669
3958,42.5
801,11.1
27,9.8
3789,1.9
4312,1.4
1778,0.00055
43,0.098
1986,0.0035
699,9.7
1549,15.4
3269,3.85
1968,0.151
4118,12.7
378,2.5
1300,0.79
651,0.02
3551,0.212
3095,4.0
3148,0.268
854,0.0
3223,1.04
4338,2.4
181,0.08045
4556,2.4846
977,2.9
2740,68.0
2225,0.01722
1215,0.00189
4243,0.69
3912,219.0
3042,0.099
3728,12.1
1096,0.0032
1536,9.6
671,2.8
1093,0.0125
1744,0.0002
1488,1.0
4025,74.2
4258,0.052
972,0.033
739,0.5
2577,0.01632
3317,0.435
3670,26.5
4377,4.5
4480,36.08
2388,0.00077
3660,5.16
1254,0.068
3727,11.1
501,1.85
3451,2.83
1420,7.2
3127,4.9
1621,0.43
878,4.04
495,1.0
3145,6.4
349,1.7
1187,0.00246
1352,0.018
920,42.4
4683,0.812
1826,0.0
281,0.00275
3283,0.569
553,0.1365
2237,0.03213
4401,0.05013
1970,0.0113
2496,0.06102
3263,0.145
1905,0.7245
2438,0.0578
1657,21.29
1592,26.0
1792,0.0015
4462,11.4
2355,0.00327
2141,0.00456
338,1.6
1350,0.117
1832,0.095
3810,2.35
3602,12.2
3547,0.148
497,0.61
814,1.6
1237,0.0375
304,0.0038
4600,0.13833
4486,7.14
1687,0.25
876,1.55
3065,0.05513
4531,84.0
2219,0.02522
1417,2.8
543,0.376
2726,64.2
3850,2.5
944,16.7
2382,0.0085
4174,0.88
1038,2.5
4299,2.3
4424,0.0019
3333,0.017
4451,1.0
34,33.6
4236,2.23
2592,0.155
645,1.6
4523,2.02
995,3.5
253,64.15
4200,22.2
357,1.89
3216,1.87
1503,68.0
3774,2.3
3539,2.29
2750,69.9
2132,0.02041
3185,0.0
3076,2.6
102,0.24
2271,0.25372
3453,4.1
1099,0.0161
4325,13.7
2406,0.10937
3820,5.59
3735,18.3
4342,2.4
4564,0.259
385,2.35
761,9.2
2837,120.9
2741,67.5
3793,3.1
492,102.8
3101,0.373
345,2.5
1734,0.000156249014475386
3904,15.46
2168,0.02345
4634,0.121
1081,6.3
2484,0.01043
1109,0.0165
4313,12.8
3286,0.485
600,0.476
1898,133.0
890,8.48
3682,49.7
1564,0.04
529,6.6
2890,0.3264
541,0.1764
4658,0.0123
2838,96.3
3389,1.32
279,0.0
195,0.12036
4316,9.9
719,2.0
3136,5.8
4487,7.4
2748,68.4
4159,8.4
2742,65.0
316,0.53
4039,115.0
118,0.021
1428,8.1
3830,3.48
3996,0.5
752,23.0
3433,26.45
3252,0.0587
120,0.015
4644,0.0962
3598,7.4
1917,1.918
1476,7.75
1485,5.022
3360,0.635
1113,0.0458
2992,0.784615384615385
1129,0.0542
367,1.72
1711,0.16
3893,41.3
1736,0.000217012520104702
635,23.8
3197,14.07
4232,1.78
206,0.12894
1927,3.1418
1617,0.41
1888,0.065
1131,0.0445
3423,5.74
3096,0.01767
2964,3.0
3855,2.8
1921,21.8583
706,1.1
1891,0.072
1671,0.61
2693,144.4
2670,2.54514
1543,18.3
2958,21.0
3998,3.8
4382,0.93
978,1.8
387,2.1
810,10.5
2331,0.0335
1360,0.0205
217,0.048
4461,10.1
4441,3.9
677,2.2
1720,0.15
3447,4.98
3780,3.8
2091,0.0046
3392,7.89
1623,0.25
4617,6.16
3802,7.78
1602,25.0
1483,1.742
4215,20.71
925,20.2
2567,0.01995
1884,0.025
3807,0.4
1341,0.04168
1630,3.05
53,0.03
2462,0.06042
3406,1.18
3012,0.31
3775,2.4
2578,0.02484
3760,0.7
2970,3.34769230769231
4537,0.0548
151,0.07
2044,0.0049
782,7.9
2962,6.0
3000,2.24923076923077
877,2.56
1965,0.0934144
2391,0.00337
2626,0.41
4688,0.3155
1241,0.0051
2980,0.941538461538462
2100,0.04
2662,177.0
3439,70.19
1625,0.67
1082,61.3
1301,0.9
2961,2.8
4217,24.53
2450,0.07904
1179,0.0
3808,0.51
237,3.89
3902,56.12
2946,4.6
79,11.4
2728,30.2
2316,0.0136
2571,0.02358
1853,0.055664
3630,10.1
4569,23.38
1763,0.000632
3308,0.036
1158,7.8
2932,1.45
909,27.2
4423,0.05821
1261,0.049
4689,0.8123
2771,13.0
3480,19.0
628,0.34
3910,92.58
3486,33.0
1562,0.08
2074,0.00786
2705,8.4
2894,1.75
2503,6.0
4254,9.4
1008,3.12
3143,15.2
2324,0.00343
3844,11.09
3619,9.3
2534,0.242
4665,0.00059
1714,0.142
1926,0.548
2860,5.9
2944,4.2
1604,20.0
3518,2.35
4471,9.98
2387,0.00047
1371,2.52
1054,5.1
4220,34.98
3965,13.0
3615,7.0
246,2.69
1622,0.4
458,1.07
538,1.5222
2231,0.05022
3345,0.167
2647,2.0
3681,51.1
1882,0.05
456,0.7
722,0.1
476,0.95
4194,37.2
3559,0.5
1496,4.1
961,1.9
1250,0.005
40,0.09
1949,0.0345
1125,0.0498
1646,0.8196
3424,14.5
3400,12.74
2379,0.00474
2574,0.00409
3060,0.16
2370,0.01088
4055,0.5316
864,0.39
994,2.2
1052,3.8
255,3.28
1217,0.0
1932,0.34
1546,12.6
4279,8.3
659,18.5
1084,0.00725
1678,3.8
2703,7.6
2323,0.00912
2842,17.9
819,6.2
2357,0.04212
4285,1.8
4176,0.79
167,0.06117
685,7.5
3938,3.99
1066,1.4
2931,0.2
1155,0.1368
2544,0.0
403,2.9
932,26.5
3043,0.107
672,3.1
1902,0.4998
303,0.0015
2272,0.40036
4300,2.3
742,0.5
1864,0.0
1166,5.75
1120,0.0479
2994,1.88307692307692
3209,1.03
2685,71.6
101,1.2
3496,6.72
437,0.5
1618,0.17
3815,1.14
2142,0.00121
1144,0.00055
4219,20.57
641,27.1
1324,18.0
4374,4.18
3890,6.9
3895,50.4
962,0.0032
3804,11.1
2295,0.00714
1537,0.9
2389,0.00048
2984,0.261538461538462
4649,0.4862
4391,4.43
210,0.00397
3772,0.2
3916,3.1
1292,0.062
69,6.8
1332,4.016
4147,19.0
2832,35.7
3431,4.02
1181,12.8
3310,0.395
2023,3.3
2190,0.01293
4207,18.99
1393,1.0
2997,1.07230769230769
1012,3.7
4036,33.0
2834,72.2
